antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'类别_家居'}),frozenset({'支付方式_云闪付'}),0.10276609575846017,0.14256406869403174,0.014651297390917759,0.14256936865008416,1.0000371759595597,1.0,5.446557911990141e-07,1.000006181206804,4.1432426241683244e-05,0.06351382585474095,6.181168596871902e-06,0.12266964241838217
frozenset({'类别_服装'}),frozenset({'支付方式_云闪付'}),0.19943618865509333,0.14256406869403174,0.028445225042644816,0.14262820220576033,1.0004498574733178,1.0,1.2790543144219207e-05,1.000074802450808,0.0005616731435981468,0.090718445286636,7.479685581978774e-05,0.1710770543603851
frozenset({'类别_玩具'}),frozenset({'支付方式_云闪付'}),0.0820910249238045,0.14256406869403174,0.01167083373915404,0.14216942412385167,0.9972318090119394,1.0,-3.239677724669633e-05,0.9995399504502659,-0.0030150112060116424,0.054796695989656016,-0.0004602612927347035,0.11201660270613072
frozenset({'类别_电子产品'}),frozenset({'支付方式_云闪付'}),0.19818988568476217,0.14256406869403174,0.028254140771426187,0.1425609620481178,0.9999782087734841,1.0,-6.157057985435588e-07,0.9999963768317323,-2.71773936908351e-05,0.09041330439615995,-3.6231813952611105e-06,0.17037326446609394
frozenset({'类别_食品'}),frozenset({'支付方式_云闪付'}),0.19820981605793075,0.14256406869403174,0.02822199031543889,0.14238442311651434,0.9987398958295519,1.0,-3.560751687534461e-05,0.9997905290174763,-0.0015711239472365002,0.09029537436117033,-0.00020951486980931775,0.17017223707930335
frozenset({'类别_家居'}),frozenset({'支付方式_信用卡'}),0.10276609575846017,0.1429296528383579,0.014722581207360185,0.14326301976056297,1.0023323846072871,1.0,3.425881705002888e-05,1.0003891123295645,0.002593478954617733,0.0637415218995354,0.00038896098005149096,0.12313440278946058
frozenset({'类别_服装'}),frozenset({'支付方式_信用卡'}),0.19943618865509333,0.1429296528383579,0.02850239757297517,0.1429148729986385,0.999896593607933,1.0,-2.9476349025711612e-06,0.999982755692225,-0.00012916363051028814,0.09081145996791157,-1.7244605146291702e-05,0.1711652193385077
frozenset({'类别_玩具'}),frozenset({'支付方式_信用卡'}),0.0820910249238045,0.1429296528383579,0.011749900584534569,0.14313258477940344,1.001419802938128,1.0,1.6658891030205472e-05,1.0002368300362936,0.0015445866575883654,0.0550938142582393,0.0002367739611078435,0.11267008139079435
frozenset({'类别_电子产品'}),frozenset({'支付方式_信用卡'}),0.19818988568476217,0.1429296528383579,0.028293783301998762,0.14276098502323387,0.9988199242650174,1.0,-3.342825499813226e-05,0.999803242955375,-0.0014713354188894987,0.09044582432798497,-0.0001967957655781837,0.17035849581649024
frozenset({'类别_食品'}),frozenset({'支付方式_信用卡'}),0.19820981605793075,0.1429296528383579,0.028278726414240004,0.14267066574530793,0.9981880100601457,1.0,-5.133378407481612e-05,0.9996979141122296,-0.002258918450357211,0.09038758327393084,-0.0003021771712294792,0.17026066380528065
